766192484, 3
766192485, 0
766192486, 1
766192487, 0
766192488, 1
766192489, 3
766192490, 3
766192491, 1
766192492, 1
766192493, 1
766192494, 3
766192495, 3
766192496, 0
766192497, 3
766192498, 3
766192499, 1
766192500, 1
766192501, 3
766192502, 3
766192503, 3
766192504, 0
766192505, 1
766192506, 0
766192507, 1
766192508, 1
766192509, 1
766192510, 3
766192511, 1
766192512, 3
766192513, 1
766192514, 3
766192515, 0
766192516, 1
766192517, 1
766192518, 1
766192519, 1
766192520, 3
766192521, 3
766192522, 1
766192523, 1
766192524, 3
766192525, 3
766192526, 1
766192527, 3
766192528, 1
766192529, 0
766192530, 3
766192531, 3
766192532, 1
766192533, 0
766192534, 1
766192535, 0
766192536, 1
766192537, 1
766192538, 3
766192539, 1
766192540, 1
766192541, 0
766192542, 1
766192543, 1
766192544, 1
766192545, 1
766192546, 1
766192547, 1
766192548, 3
766192549, 0
766192550, 1
766192551, 1
766192552, 3
766192553, 0
766192554, 3
766192555, 1
766192556, 0
766192557, 3
766192558, 3
766192559, 1
766192560, 1
766192561, 3
766192562, 3
766192563, 3
766192564, 3
766192565, 0
766192566, 3
766192567, 1
766192568, 1
766192569, 3
766192570, 3
766192571, 3
766192572, 1
766192573, 1
766192574, 3
766192575, 3
766192576, 1
766192577, 3
766192578, 3
766192579, 0
766192580, 1
766192581, 3
766192582, 1
766192583, 0
766192585, 1
766192586, 1
766192587, 3
766192588, 3
766192589, 1
766192590, 3
766192591, 3
766192592, 1
766192593, 1
766192594, 3
766192595, 1
766192596, 1
766192597, 3
766192598, 3
766192599, 1
766192600, 0
766192601, 3
766192602, 0
766192603, 1
766192604, 1
766192605, 1
766192606, 3
766192607, 1
766192608, 0
766192609, 3
766192610, 1
766192611, 1
766192612, 1
766192613, 3
766192614, 1
766192615, 1
766192616, 3
766192617, 3
766192618, 3
766192619, 3
766192620, 3
766192621, 1
766192622, 1
766192623, 3
766192624, 3
766192625, 3
766192626, 3
766192627, 0
766192628, 3
766192629, 0
766192630, 3
766192631, 3
766192632, 1
766192633, 3
766192634, 1
766192635, 3
766192636, 1
766192637, 3
766192638, 1
766192639, 1
766192640, 0
766192641, 1
766192642, 3
766192643, 1
766192644, 1
766192645, 3
766192646, 1
766192647, 3
766192648, 3
766192649, 1
766192650, 0
766192651, 1
766192652, 1
766192653, 3
766192654, 3
766192655, 0
766192656, 3
766192657, 1
766192658, 3
766192659, 0
766192660, 1
766192661, 3
766192662, 1
766192663, 1
766192664, 1
766192665, 3
766192666, 1
766192667, 3
766192668, 0
766192669, 0
766192670, 3
766192671, 1
766192672, 1
766192673, 1
766192674, 3
766192675, 0
766192676, 1
766192677, 3
766192678, 3
766192679, 3
766192680, 3
766192681, 3
766192682, 1
766192683, 1
766192684, 3
766192685, 3
766192686, 3
766192687, 3
766192688, 1
766192689, 3
766192690, 3
766192691, 3
766192692, 3
766192693, 1
766192694, 0
766192695, 3
766192696, 0
766192697, 3
766192698, 3
766192699, 1
766192700, 3
766192701, 0
766192702, 3
766192703, 1
766192704, 0
766192705, 3
766192706, 3
766192707, 1
766192708, 3
766192709, 1
766192710, 3
766192711, 3
766192712, 3
766192713, 3
766192714, 1
766192715, 3
766192716, 0
766192717, 1
766192718, 1
766192719, 0
766192720, 0
766192721, 0
766192722, 3
766192723, 1
766192724, 0
766192725, 1
766192726, 1
766192727, 1
766192728, 3
766192729, 1
766192730, 1
766192731, 3
766192732, 3
766192733, 3
766192734, 0
766192735, 1
766192736, 1
766192737, 3
766192738, 3
766192739, 3
766192740, 3
766192741, 1
766192742, 0
766192743, 3
766192744, 3
766192745, 1
766192746, 3
766192747, 3
766192748, 1
766192749, 1
766192750, 3
766192751, 1
766192752, 3
766192753, 0
766192754, 1
766192755, 1
766192756, 1
766192757, 1
766192758, 1
766192759, 1
766192760, 0
766192761, 3
766192762, 1
766192763, 1
766192764, 1
766192765, 1
766192766, 3
766192767, 0
766192768, 1
766192769, 3
766192770, 3
766192771, 3
766192772, 1
766192773, 3
766192774, 3
766192775, 3
766192776, 1
766192777, 3
766192778, 3
766192779, 1
766192780, 1
766192781, 3
766192782, 3
766192783, 3
766192784, 1
766192785, 1
766192786, 3
766192787, 3
766192788, 3
766192789, 3
766192790, 0
766192791, 0
766192792, 1
766192793, 1
766192794, 3
766192795, 3
766192796, 3
766192797, 1
766192798, 1
766192799, 1
766192800, 3
766192801, 1
766192802, 1
766192803, 3
766192804, 0
766192805, 1
766192806, 1
766192807, 3
766192808, 3
766192809, 0
766192810, 3
766192811, 1
766192812, 3
766192813, 1
766192814, 3
766192815, 3
766192816, 3
766192817, 3
766192818, 3
766192819, 1
766192820, 3
766192821, 1
766192822, 3
766192823, 1
766192824, 3
766192825, 3
766192826, 3
766192827, 0
766192828, 1
766192829, 0
766192830, 3
766192831, 1
766192832, 3
766192833, 1
766192834, 3
766192835, 0
766192836, 3
766192837, 0
766192838, 3
766192839, 1
766192840, 3
766192841, 3
766192842, 3
766192843, 3
766192844, 0
766192845, 3
766192846, 1
766192847, 3
766192848, 3
766192849, 1
766192850, 0
766192851, 3
766192852, 3
766192853, 1
766192854, 3
766192855, 1
766192856, 1
766192857, 3
766192858, 3
766192859, 3
766192860, 0
766192861, 3
766192862, 0
766192863, 3
766192864, 1
766192865, 3
766192866, 1
766192867, 1
766192868, 3
766192869, 3
766192870, 1
766192871, 0
766192872, 3
766192873, 3
766192874, 3
766192875, 1
766192876, 3
766192877, 3
766192878, 1
766192879, 1
766192880, 0
766192881, 1
766192882, 3
766192883, 1
766192884, 1
766192885, 1
766192886, 3
766192887, 3
766192888, 3
766192889, 3
766192890, 3
766192891, 3
766192892, 3
766192893, 0
766192894, 1
766192895, 3
766192896, 3
766192897, 1
766192898, 1
766192899, 1
766192900, 1
766192901, 3
766192902, 3
766192903, 3
766192904, 3
766192905, 3
766192906, 0
766192907, 1
766192908, 1
766192909, 3
766192910, 1
766192911, 1
766192912, 1
766192913, 3
766192914, 0
766192915, 1
766192916, 3
766192917, 3
766192918, 3
766192919, 3
766192920, 3
766192921, 0
766192922, 3
766192923, 1
766192924, 3
766192925, 3
766192926, 1
766192927, 1
766192928, 0
766192929, 3
766192930, 3
766192931, 0
766192932, 3
766192933, 1
766192934, 1
766192935, 1
766192936, 3
766192937, 1
766192938, 1
766192939, 3
766192940, 3
766192941, 3
766192942, 1
766192943, 1
766192944, 1
766192945, 1
766192946, 1
766192947, 3
766192948, 3
766192949, 3
766192950, 0
766192951, 3
766192952, 1
766192953, 1
766192954, 0
766192955, 3
766192956, 3
766192957, 0
766192958, 1
766192959, 1
766192960, 1
766192961, 3
766192962, 1
766192963, 1
766192964, 3
766192965, 3
766192966, 3
766192967, 3
766192968, 3
766192969, 3
766192970, 3
766192971, 1
766192972, 1
766192973, 1
766192974, 3
766192975, 3
766192976, 1
766192977, 1
766192978, 3
766192979, 3
766192980, 3
766192981, 3
766192982, 3
766192983, 1
766192984, 1
766192985, 1
766192986, 3
766192987, 1
766192988, 1
766192989, 3
766192990, 3
766192991, 3
766192992, 3
766192993, 3
766192994, 1
766192995, 1
766192996, 1
766192997, 1
766192998, 3
766192999, 3
766193000, 3
766193001, 1
766193002, 3
766193003, 1
766193004, 3
766193005, 3
766193006, 1
766193007, 3
766193008, 0
766193009, 3
766193010, 1
766193011, 3
766193012, 3
766193013, 1
766193014, 3
766193015, 1
766193016, 1
766193017, 3
766193018, 3
766193019, 3
766193020, 3
766193021, 3
766193022, 3
766193023, 1
766193024, 1
766193025, 3
766193026, 3
766193027, 1
766193028, 3
766193029, 3
766193030, 3
766193031, 3
766193032, 3
766193033, 1
766193034, 3
766193035, 1
766193036, 1
766193037, 0
766193038, 3
766193039, 1
766193040, 3
766193041, 3
766193042, 3
766193043, 3
766193044, 3
766193045, 0
766193046, 1
766193047, 3
766193048, 0
766193049, 0
766193050, 3
766193051, 3
766193052, 3
766193053, 1
766193054, 3
766193055, 3
766193056, 0
766193057, 1
766193058, 1
766193059, 3
766193060, 1
766193061, 1
766193062, 1
766193063, 1
766193064, 1
766193065, 3
766193066, 3
766193067, 1
766193068, 1
766193069, 3
766193070, 1
766193071, 1
766193072, 1
766193073, 1
766193074, 3
766193075, 3
766193076, 0
766193077, 3
766193078, 3
766193079, 1
766193080, 3
766193081, 1
766193082, 3
766193083, 3
766193084, 3
766193085, 1
766193086, 3
766193087, 1
766193088, 3
766193089, 1
766193090, 3
766193091, 3
766193092, 1
766193093, 0
766193094, 3
766193095, 0
766193096, 1
766193097, 1
766193098, 1
766193099, 3
766193100, 0
766193101, 1
766193102, 0
766193103, 1
766193104, 3
766193105, 1
766193106, 3
766193107, 3
766193108, 3
766193109, 1
766193110, 3
766193111, 1
766193112, 0
766193113, 3
766193114, 3
766193115, 1
766193116, 1
766193117, 0
766193118, 1
766193119, 3
766193120, 3
766193121, 3
766193122, 3
766193123, 1
766193124, 3
766193125, 1
766193126, 1
766193127, 3
766193128, 3
766193129, 3
766193130, 1
766193131, 3
766193132, 1
766193133, 1
766193134, 3
766193135, 1
766193136, 1
766193137, 1
766193138, 3
766193139, 1
766193140, 3
766193141, 3
766193142, 3
766193143, 1
766193144, 3
766193145, 1
766193146, 1
766193147, 3
766193148, 3
766193149, 1
766193150, 3
766193151, 3
766193152, 1
766193153, 0
766193154, 3
766193155, 1
766193156, 1
766193157, 0
766193158, 3
766193159, 3
766193160, 1
766193161, 3
766193162, 0
766193163, 3
766193164, 0
766193165, 3
766193166, 1
766193167, 0
766193168, 3
766193169, 1
766193170, 3
766193171, 0
766193172, 3
766193173, 3
766193174, 3
766193175, 3
766193176, 1
766193177, 3
766193178, 1
766193179, 3
766193180, 3
766193181, 1
766193182, 3
766193183, 3
766193184, 1
766193185, 1
766193186, 3
766193187, 1
766193188, 1
766193189, 3
766193190, 0
766193191, 3
766193192, 3
766193193, 1
766193194, 1
766193195, 0
766193196, 1
766193197, 0
766193198, 1
766193199, 1
766193200, 3
766193201, 1
766193202, 0
766193203, 3
766193204, 1
766193205, 3
766193206, 0
766193207, 1
766193208, 3
766193209, 3
766193210, 3
766193211, 1
766193212, 1
766193213, 3
766193214, 3
766193215, 3
766193216, 3
766193217, 3
766193218, 3
766193219, 1
766193220, 3
766193221, 1
766193222, 1
766193223, 0
766193224, 3
766193225, 1
766193226, 3
766193227, 3
766193228, 1
766193229, 1
766193230, 0
766193231, 0
766193232, 3
766193233, 3
766193234, 3
766193235, 3
766193236, 1
766193237, 3
766193238, 3
766193239, 1
766193240, 3
766193241, 1
766193242, 3
766193243, 3
766193244, 1
766193245, 1
766193246, 0
766193247, 3
766193248, 1
766193249, 3
766193250, 3
766193251, 0
766193252, 0
766193253, 3
766193254, 0
766193255, 3
766193256, 3
766193257, 1
766193258, 3
766193259, 1
766193260, 3
766193261, 3
766193262, 3
766193263, 0
766193264, 0
766193265, 1
766193266, 3
766193267, 1
766193268, 1
766193269, 1
766193270, 3
766193271, 3
766193272, 3
766193273, 0
766193274, 1
766193275, 3
766193276, 1
766193277, 3
766193278, 3
766193279, 1
766193280, 3
766193281, 3
766193282, 0
766193283, 0
766193284, 3
766193285, 1
766193286, 0
766193287, 0
766193288, 3
766193289, 3
766193290, 1
766193291, 1
766193292, 1
766193293, 1
766193294, 3
766193295, 1
766193296, 1
766193297, 1
766193298, 3
766193299, 1
766193300, 3
766193301, 0
766193302, 1
766193303, 3
766193304, 3
766193305, 3
766193306, 3
766193307, 1
766193308, 1
766193309, 3
766193310, 3
766193311, 3
766193312, 1
766193313, 1
766193314, 1
766193315, 0
766193316, 3
766193317, 1
766193318, 0
766193319, 3
766193320, 1
766193321, 1
766193322, 1
766193323, 1
766193324, 0
766193325, 3
766193326, 3
766193327, 0
766193328, 1
766193329, 1
766193330, 3
766193331, 3
766193332, 1
766193333, 0
766193334, 3
766193335, 3
766193336, 0
766193337, 1
766193338, 3
766193339, 3
766193340, 3
766193341, 1
766193342, 3
766193343, 1
766193344, 3
766193345, 3
766193346, 3
766193347, 3
766193348, 1
766193349, 3
766193350, 3
766193351, 1
766193352, 3
766193353, 1
766193354, 0
766193355, 1
766193356, 3
766193357, 0
766193358, 3
766193359, 1
766193360, 3
766193361, 0
766193362, 3
766193363, 1
766193364, 3
766193365, 0
766193366, 0
766193367, 1
766193368, 0
766193369, 3
766193370, 1
766193371, 3
766193372, 1
766193373, 1
766193374, 3
766193375, 1
766193376, 3
766193377, 1
766193378, 1
766193379, 3
766193380, 3
766193381, 3
766193382, 1
766193383, 1
766193384, 1
766193385, 3
766193386, 3
766193387, 1
766193388, 3
766193389, 1
766193390, 1
766193391, 3
766193392, 1
766193393, 1
766193394, 3
766193395, 3
766193396, 1
766193397, 3
766193398, 1
766193399, 1
766193400, 3
766193401, 3
766193402, 3
766193403, 3
766193404, 3
766193405, 1
766193406, 1
766193407, 3
766193408, 1
766193409, 1
766193410, 1
766193411, 3
766193412, 3
766193413, 1
766193414, 3
766193415, 3
766193416, 3
766193417, 1
766193418, 3
766193419, 1
766193420, 3
766193421, 3
766193422, 3
766193423, 3
766193424, 1
766193425, 1
766193426, 1
766193427, 1
766193428, 3
766193429, 1
766193430, 1
766193431, 1
766193432, 3
766193433, 1
766193434, 3
766193435, 3
766193436, 1
766193437, 3
766193438, 3
766193439, 3
766193440, 3
766193441, 0
766193442, 3
766193443, 1
766193444, 1
766193445, 3
766193446, 3
766193447, 3
766193448, 1
766193449, 3
766193450, 1
766193451, 1
766193452, 0
766193453, 1
766193454, 3
766193455, 3
766193456, 1
766193457, 3
766193458, 1
766193459, 3
766193460, 3
766193461, 0
766193462, 3
766193463, 1
766193464, 0
766193465, 1
766193466, 1
766193467, 3
766193468, 1
766193469, 1
766193470, 1
766193471, 1
766193472, 1
766193473, 3
766193474, 3
766193475, 1
766193476, 3
766193477, 1
766193478, 3
766193479, 3
766193480, 3
766193481, 3
766193482, 0
766193483, 3
766193484, 1
766193485, 3
766193486, 3
766193487, 0
766193488, 3
766193489, 3
766193490, 3
766193491, 3
766193492, 1
766193493, 1
766193494, 3
766193495, 3
766193496, 1
766193497, 3
766193498, 3
766193499, 1
766193500, 1
766193501, 1
766193502, 1
766193503, 1
766193504, 1
766193505, 3
766193506, 1
766193507, 3
766193508, 3
766193509, 3
766193510, 1
766193511, 3
766193512, 1
766193513, 1
766193514, 3
766193515, 1
766193516, 3
766193517, 1
766193518, 3
766193519, 1
766193520, 1
766193521, 3
766193522, 1
766193523, 3
766193524, 3
766193525, 0
766193526, 1
766193527, 0
766193528, 1
766193529, 3
766193530, 1
766193531, 1
766193532, 3
766193533, 3
766193534, 1
766193535, 3
766193536, 1
766193537, 1
766193538, 3
766193539, 3
766193540, 0
766193541, 1
766193542, 0
766193543, 3
766193544, 1
766193545, 3
766193546, 1
766193547, 1
766193548, 3
766193549, 1
766193550, 0
766193551, 3
766193552, 3
766193553, 1
766193554, 3
766193555, 1
766193556, 3
766193557, 1
766193558, 0
766193559, 3
766193560, 3
766193561, 1
766193562, 1
766193563, 1
766193564, 1
766193565, 3
766193566, 1
766193567, 3
766193568, 3
766193569, 3
766193570, 3
766193571, 0
766193572, 1
766193573, 0
766193574, 3
766193575, 3
766193576, 1
766193577, 3
766193578, 3
766193579, 1
766193580, 3
766193581, 3
766193582, 3
766193583, 1
766193584, 1
766193585, 1
766193586, 3
766193587, 0
766193588, 0
766193589, 3
766193590, 3
766193591, 1
766193592, 1
766193593, 3
766193594, 3
766193595, 3
766193596, 3
766193597, 3
766193598, 3
766193599, 1
766193600, 1
766193601, 3
766193602, 3
766193603, 0
766193604, 1
766193605, 3
766193606, 1
766193607, 3
766193608, 0
766193609, 0
766193610, 1
766193611, 1
766193612, 1
766193613, 1
766193614, 3
766193615, 1
766193616, 3
766193617, 3
766193618, 1
766193619, 0
766193620, 1
766193621, 3
766193622, 3
766193623, 1
766193624, 1
766193625, 3
766193626, 1
766193627, 1
766193628, 3
766193629, 0
766193630, 3
766193631, 3
766193632, 1
766193633, 1
766193634, 0
766193635, 1
766193636, 1
766193637, 3
